latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.855885,32.453083,1020.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),cloud_cover_mean (%),precipitation_sum (mm)
2019-12-16,4.2,10.5,0.6,82,9.2,906.9,20,0.00
2019-12-17,3.8,9.0,-0.7,72,8.0,909.5,0,0.00
2019-12-18,5.1,10.6,2.1,60,7.9,911.7,2,0.00
2019-12-19,6.3,11.2,1.4,42,7.8,912.1,0,0.00
2019-12-20,5.2,10.4,1.9,45,6.5,907.7,68,0.00
2019-12-21,5.7,13.3,0.0,50,7.2,902.3,23,0.00
2019-12-22,5.4,12.7,0.5,70,12.7,898.4,75,0.00
2019-12-23,6.3,10.7,2.9,82,35.5,890.7,76,12.40
2019-12-24,5.4,8.8,3.2,90,16.5,883.9,96,10.60
2019-12-25,2.4,3.7,-0.4,96,7.9,887.5,95,4.00
2019-12-26,3.0,4.9,1.7,86,16.6,888.3,99,3.30
2019-12-27,1.9,4.2,-2.1,77,20.3,894.8,76,2.60
2019-12-28,1.0,3.8,-1.1,82,9.9,895.7,97,1.50
2019-12-29,1.8,3.4,0.5,89,12.5,897.0,98,2.40
2019-12-30,1.2,1.5,1.0,98,15.8,895.8,100,15.80
2019-12-31,2.9,6.2,0.7,90,5.8,900.5,95,1.20
2020-01-01,1.3,4.2,-2.8,80,12.1,899.7,87,0.10
2020-01-02,1.0,2.5,-0.4,79,20.8,901.1,92,0.10
2020-01-03,0.8,2.6,-0.5,80,19.2,900.3,96,0.80
2020-01-04,1.0,5.3,-3.0,71,9.2,896.9,59,0.00
2020-01-05,-0.6,5.1,-5.1,73,8.5,895.2,60,0.00
2020-01-06,0.7,2.1,-1.1,95,10.0,891.8,100,34.60
2020-01-07,1.7,2.6,1.0,96,9.1,891.7,99,12.60
2020-01-08,1.9,3.5,1.0,86,20.3,895.4,98,4.90
2020-01-09,-0.0,1.3,-1.3,76,23.8,900.7,97,0.10
2020-01-10,-2.2,0.9,-5.5,71,13.4,904.0,41,0.00
2020-01-11,-1.7,4.6,-6.8,61,9.3,905.3,18,0.00
2020-01-12,0.8,6.8,-2.2,55,8.5,903.5,84,0.00
2020-01-13,0.6,4.4,-4.4,79,7.5,906.2,56,0.00
2020-01-14,-0.0,7.0,-5.3,80,7.9,905.2,20,0.00
2020-01-15,1.0,8.1,-3.3,84,7.9,906.4,41,0.00
2020-01-16,0.3,5.5,-3.0,79,12.2,904.3,61,0.00
2020-01-17,0.3,4.0,-2.5,74,9.2,901.7,96,1.30
2020-01-18,-0.0,1.7,-1.6,71,15.5,902.1,75,0.00
2020-01-19,-1.1,1.6,-4.2,65,10.5,899.9,77,0.00
2020-01-20,-2.1,1.2,-5.5,64,26.0,906.1,44,0.90
2020-01-21,-1.3,0.9,-2.8,69,24.5,910.0,83,1.50
2020-01-22,-2.0,2.1,-4.8,71,13.5,908.3,34,0.00
2020-01-23,-0.4,7.6,-5.3,54,20.8,901.4,47,0.00
2020-01-24,-2.9,0.6,-4.9,60,25.4,908.1,38,0.00
2020-01-25,-0.9,7.5,-6.3,46,8.8,909.4,0,0.00
2020-01-26,1.3,11.3,-4.0,51,7.3,906.1,28,0.00
2020-01-27,2.7,10.0,-2.2,59,8.4,903.5,82,0.00
2020-01-28,3.4,5.4,1.1,89,9.4,897.6,96,4.50
2020-01-29,3.4,10.3,-0.8,81,11.8,898.1,38,0.00
2020-01-30,5.0,10.8,1.7,84,16.4,894.3,79,7.80
2020-01-31,-0.3,2.8,-4.0,64,26.7,898.1,51,1.20
2020-02-01,0.7,6.8,-4.2,66,15.0,899.3,59,0.00
2020-02-02,2.9,10.7,-2.4,77,8.6,902.8,9,0.00
2020-02-03,5.3,11.1,0.1,80,18.0,901.3,57,0.20
2020-02-04,7.7,12.6,3.9,74,18.5,896.4,66,0.00
2020-02-05,7.8,12.9,3.9,75,27.8,889.5,73,0.30
2020-02-06,6.7,9.5,1.1,78,28.8,888.7,80,16.10
2020-02-07,1.0,3.1,-1.6,84,21.6,891.0,96,6.50
2020-02-08,-4.1,-1.7,-7.9,61,32.5,898.8,50,0.90
2020-02-09,-6.4,-2.3,-9.6,56,15.9,907.5,7,0.00
2020-02-10,-5.0,0.4,-8.7,54,8.7,906.6,1,0.00
2020-02-11,-1.1,5.3,-7.5,62,13.1,899.0,56,0.00
2020-02-12,5.0,9.9,0.4,82,15.6,898.7,86,0.30
2020-02-13,2.8,6.8,-1.4,86,12.1,903.7,65,4.20
2020-02-14,1.1,6.4,-4.3,82,7.9,906.9,79,0.00
2020-02-15,4.4,9.2,1.1,72,9.0,901.0,98,1.70
2020-02-16,5.0,8.6,3.4,59,22.9,903.8,70,0.20
2020-02-17,2.8,7.5,-0.8,66,20.1,905.3,20,0.00
2020-02-18,2.7,9.0,-3.1,62,8.8,902.6,0,0.00
2020-02-19,3.4,10.3,-1.7,65,7.4,899.2,0,0.00
2020-02-20,4.8,12.9,-0.8,62,16.3,895.6,29,0.00
2020-02-21,4.6,8.2,2.6,85,15.9,892.6,94,10.90
2020-02-22,3.4,5.7,1.8,79,15.8,898.1,98,1.50
2020-02-23,3.0,6.3,-0.3,84,14.6,901.8,85,3.40
2020-02-24,4.2,11.6,-2.0,72,12.8,898.5,29,0.00
2020-02-25,4.7,8.9,-0.8,56,17.9,899.9,32,0.10
2020-02-26,4.9,16.0,-2.2,47,11.6,898.5,0,0.00
2020-02-27,6.4,11.2,1.2,69,18.0,898.0,74,0.00
2020-02-28,7.6,13.8,2.7,71,21.3,895.1,57,0.00
2020-02-29,5.1,8.7,2.2,80,25.0,889.7,89,21.30
2020-03-01,4.4,8.4,0.3,69,27.3,899.8,66,0.00
2020-03-02,5.7,15.1,-2.2,65,8.0,900.6,0,0.00
2020-03-03,8.5,17.7,0.6,63,10.4,902.5,31,0.00
2020-03-04,10.1,16.9,5.1,53,17.9,899.9,46,0.00
2020-03-05,9.2,16.1,3.8,57,28.1,894.2,82,2.80
2020-03-06,7.2,13.8,1.7,65,12.9,893.7,39,0.00
2020-03-07,8.3,17.3,0.8,57,10.5,899.4,5,0.00
2020-03-08,11.5,19.2,3.4,54,9.3,903.7,55,0.00
2020-03-09,12.4,19.6,6.9,51,24.3,898.1,70,0.00
2020-03-10,9.0,13.0,3.5,59,26.1,895.5,40,0.70
2020-03-11,7.5,13.7,1.1,60,8.7,899.8,56,0.00
2020-03-12,10.6,15.5,6.6,47,12.0,899.4,100,0.10
2020-03-13,11.1,14.3,9.0,68,20.2,892.8,98,3.10
2020-03-14,12.8,19.6,8.4,66,11.4,895.9,54,0.40
2020-03-15,12.0,19.0,6.2,64,21.2,896.7,70,0.00
2020-03-16,4.5,6.7,0.3,79,21.5,900.2,90,6.00
2020-03-17,-1.2,1.3,-3.6,59,34.5,901.8,89,2.70
2020-03-18,-1.4,3.8,-5.1,59,22.0,899.4,43,0.60
2020-03-19,-0.2,3.2,-2.3,74,22.6,896.5,95,3.90
2020-03-20,1.6,5.2,-1.1,70,25.2,897.4,98,0.30
2020-03-21,4.1,9.5,0.0,65,16.9,899.7,56,0.00
2020-03-22,6.2,14.8,-3.0,55,9.2,898.4,50,0.00
2020-03-23,8.9,16.0,-0.5,50,14.6,895.8,41,0.10
2020-03-24,8.9,14.7,2.6,65,11.2,894.0,48,2.80
2020-03-25,9.1,15.1,3.1,69,14.7,897.8,33,0.00
2020-03-26,10.7,17.2,5.1,59,14.7,897.3,50,0.00
2020-03-27,10.3,14.7,7.2,69,12.3,893.8,100,3.00
2020-03-28,8.9,14.4,5.7,79,9.4,892.5,81,10.50
2020-03-29,7.0,12.8,1.2,66,15.5,890.8,34,1.50
2020-03-30,6.8,13.2,2.0,66,14.8,894.5,81,0.00
2020-03-31,7.8,14.5,3.8,68,14.4,894.7,69,10.90
2020-04-01,8.7,13.4,4.5,76,8.6,893.4,74,4.50
2020-04-02,9.0,15.5,4.1,73,22.8,893.8,41,2.60
2020-04-03,7.2,11.5,2.5,63,18.9,895.8,55,1.00
2020-04-04,9.2,16.1,1.6,56,8.9,901.8,69,0.00
2020-04-05,13.2,20.7,8.1,50,23.7,896.6,57,0.10
2020-04-06,11.4,17.0,6.1,64,19.0,898.3,36,0.40
2020-04-07,8.4,13.1,4.4,65,19.3,900.5,66,0.30
2020-04-08,7.8,11.6,3.8,66,17.7,899.3,69,1.20
2020-04-09,9.1,13.6,7.0,67,18.8,896.1,77,0.60
2020-04-10,9.1,14.3,4.7,54,18.3,895.5,25,0.00
2020-04-11,9.4,14.7,4.8,42,18.1,899.9,0,0.00
2020-04-12,10.2,16.2,5.1,43,14.5,902.8,15,0.00
2020-04-13,10.6,17.2,3.6,37,13.0,902.6,0,0.00
2020-04-14,13.2,21.0,3.5,40,16.8,900.8,26,0.00
2020-04-15,11.1,18.3,7.3,50,16.6,899.2,77,2.70
2020-04-16,9.9,13.4,6.1,56,26.1,898.5,71,0.60
2020-04-17,11.6,18.9,4.5,54,10.4,900.8,1,0.00
2020-04-18,15.2,23.3,6.9,41,17.7,899.4,38,0.00
2020-04-19,16.3,23.0,8.5,38,16.1,899.9,26,0.00
2020-04-20,17.7,24.4,9.3,43,17.3,897.7,37,0.10
2020-04-21,15.4,21.2,11.1,54,16.1,897.4,82,0.10
2020-04-22,11.6,14.8,8.8,74,19.4,895.1,94,3.10
2020-04-23,7.7,10.6,5.2,64,16.3,897.6,87,0.10
2020-04-24,6.7,11.6,2.5,50,10.4,894.7,96,0.50
2020-04-25,10.4,17.0,4.1,38,10.9,890.9,51,0.00
2020-04-26,12.4,20.6,1.8,35,17.4,893.9,24,0.00
2020-04-27,14.2,21.0,6.0,36,17.3,895.9,58,0.00
2020-04-28,14.1,19.1,8.7,48,16.7,898.2,24,0.70
2020-04-29,15.1,21.4,7.9,42,15.8,898.4,44,0.20
2020-04-30,14.3,22.1,9.6,53,25.2,896.8,80,1.30
2020-05-01,12.3,16.5,8.2,72,8.6,895.8,55,5.50
2020-05-02,12.5,17.9,6.8,67,14.2,895.1,70,4.40
2020-05-03,12.5,17.5,8.6,67,21.3,892.2,82,1.70
2020-05-04,12.4,18.3,5.8,61,18.9,892.7,51,0.30
2020-05-05,11.6,16.4,6.1,70,17.7,895.4,59,1.20
2020-05-06,13.3,19.7,6.1,55,12.5,897.1,6,0.00
2020-05-07,14.3,19.6,7.9,60,20.7,896.4,58,3.30
2020-05-08,9.2,12.2,6.3,76,14.8,899.5,85,8.90
2020-05-09,11.2,16.8,5.5,53,15.7,899.6,2,0.00
2020-05-10,13.4,21.5,4.6,49,15.1,901.0,8,0.00
2020-05-11,17.1,25.0,8.3,47,14.9,903.7,31,0.00
2020-05-12,20.6,29.7,10.1,41,18.4,902.9,6,0.00
2020-05-13,20.9,27.8,12.7,37,13.6,903.8,14,0.00
2020-05-14,21.0,28.2,13.5,35,12.1,904.6,0,0.00
2020-05-15,22.8,30.6,14.1,36,12.2,905.7,0,0.00
2020-05-16,25.2,33.9,14.8,31,17.6,906.5,14,0.00
2020-05-17,24.4,31.1,16.6,28,14.5,909.4,11,0.00
2020-05-18,24.9,33.2,15.2,29,18.4,907.2,30,0.00
2020-05-19,24.7,32.4,16.5,34,16.8,906.2,16,0.00
2020-05-20,24.7,31.8,17.0,32,16.3,902.7,54,0.00
2020-05-21,24.3,31.7,16.0,29,32.8,898.3,51,0.00
2020-05-22,18.8,26.1,8.2,38,24.1,896.2,32,1.80
2020-05-23,10.5,16.3,4.5,42,23.8,901.9,23,0.00
2020-05-24,11.4,17.3,5.5,43,31.6,902.6,7,0.00
2020-05-25,13.8,20.5,5.9,37,11.8,902.7,0,0.00
2020-05-26,17.9,25.2,10.9,27,24.5,901.6,4,0.00
2020-05-27,17.6,25.7,10.2,40,28.2,899.6,10,0.00
2020-05-28,15.3,23.7,7.0,39,21.7,897.8,0,0.00
2020-05-29,13.5,20.1,7.7,46,23.3,898.6,30,0.00
2020-05-30,14.5,20.8,6.9,43,15.0,901.1,17,0.10
2020-05-31,16.4,24.1,8.8,47,16.6,900.7,32,0.00
2020-06-01,16.5,23.9,11.1,40,23.3,897.3,29,0.00
2020-06-02,14.3,19.8,9.5,63,21.7,893.3,39,2.30
2020-06-03,15.4,21.8,8.7,54,15.9,895.2,48,0.40
2020-06-04,16.1,21.7,10.0,52,11.9,899.1,49,0.30
2020-06-05,18.8,25.7,10.4,41,12.4,903.6,3,0.00
2020-06-06,22.2,30.3,13.9,31,12.6,902.6,45,0.00
2020-06-07,23.5,32.2,13.9,27,22.4,899.2,5,0.00
2020-06-08,23.9,32.1,14.8,24,18.9,897.4,7,0.00
2020-06-09,23.6,30.9,14.6,30,16.1,898.4,17,0.00
2020-06-10,24.4,31.3,16.4,33,19.7,897.9,24,0.00
2020-06-11,22.2,28.0,16.8,40,21.0,896.3,25,0.90
2020-06-12,19.1,26.2,13.4,54,16.4,895.6,33,1.50
2020-06-13,16.9,22.7,12.0,57,17.4,894.5,56,4.10
2020-06-14,17.5,23.1,11.5,58,10.5,896.0,61,4.10
2020-06-15,20.0,27.0,12.3,53,16.3,898.3,37,0.00
2020-06-16,22.2,29.1,14.2,46,18.7,899.0,21,0.00
2020-06-17,22.9,29.7,14.8,39,26.0,898.3,12,0.00
2020-06-18,20.1,26.0,15.2,45,19.6,895.7,28,1.70
2020-06-19,19.3,23.9,14.3,52,18.4,896.6,27,0.10
2020-06-20,19.6,24.0,14.0,53,14.3,898.1,22,0.90
2020-06-21,21.2,27.6,14.5,48,17.7,896.4,23,0.40
2020-06-22,21.8,29.0,13.1,43,18.7,895.9,9,0.00
2020-06-23,22.1,28.5,15.3,41,22.7,898.3,6,0.00
2020-06-24,21.0,26.7,14.3,46,12.6,902.4,42,0.00
2020-06-25,22.9,28.6,16.3,40,15.6,903.5,5,0.00
2020-06-26,23.5,28.2,18.5,41,15.5,901.7,25,0.00
2020-06-27,23.0,28.4,17.7,43,16.9,901.4,1,0.00
2020-06-28,23.9,29.3,17.9,37,16.9,900.2,1,0.00
2020-06-29,25.0,31.0,18.5,32,10.9,897.6,6,0.00
2020-06-30,25.5,31.4,19.5,30,17.3,896.5,7,0.00
2020-07-01,23.7,29.2,17.7,29,21.0,899.9,0,0.00
2020-07-02,24.5,30.1,18.3,33,17.0,899.3,0,0.00
2020-07-03,26.3,32.2,19.8,29,16.3,898.5,14,0.00
2020-07-04,27.9,34.4,19.8,22,13.8,899.2,1,0.00
2020-07-05,28.3,34.3,21.7,23,17.4,897.4,2,0.00
2020-07-06,27.4,33.6,21.3,26,14.1,894.9,1,0.00
2020-07-07,28.3,35.4,20.4,22,20.9,893.3,3,0.00
2020-07-08,26.5,33.6,18.6,30,23.1,896.9,14,0.20
2020-07-09,24.9,29.2,19.8,42,21.4,901.0,11,0.00
2020-07-10,23.2,28.4,17.4,45,17.9,901.4,2,0.00
2020-07-11,24.2,30.8,17.1,41,17.6,900.8,0,0.00
2020-07-12,26.3,32.3,19.3,31,14.5,897.6,3,0.00
2020-07-13,25.3,30.2,19.6,43,21.3,896.7,8,0.00
2020-07-14,24.9,30.3,18.2,39,19.0,898.7,14,0.00
2020-07-15,27.1,34.8,19.4,35,17.4,899.5,5,0.00
2020-07-16,27.1,34.5,19.6,31,18.0,897.2,0,0.00
2020-07-17,25.4,31.0,18.6,42,16.2,896.2,8,0.00
2020-07-18,26.9,33.1,20.3,38,15.7,897.5,6,0.00
2020-07-19,29.3,36.0,21.9,28,11.2,898.4,1,0.00
2020-07-20,29.4,36.6,21.3,35,25.7,899.1,15,0.00
2020-07-21,26.2,31.8,19.9,35,21.8,901.4,1,0.00
2020-07-22,24.5,29.4,19.4,37,22.3,900.3,0,0.00
2020-07-23,23.1,28.9,16.8,39,19.0,898.3,0,0.00
2020-07-24,24.3,30.4,17.5,35,16.2,897.6,0,0.00
2020-07-25,25.4,31.5,18.9,28,13.0,897.5,0,0.00
2020-07-26,27.6,34.7,18.4,23,12.0,898.3,4,0.00
2020-07-27,28.2,34.6,19.6,32,15.5,899.3,3,0.00
2020-07-28,27.5,33.0,21.0,37,18.9,899.2,14,0.00
2020-07-29,26.7,32.1,20.7,35,15.3,902.5,1,0.00
2020-07-30,27.6,33.7,21.4,25,15.9,903.0,0,0.00
2020-07-31,27.2,33.7,20.6,29,16.8,900.5,0,0.00
2020-08-01,27.1,33.6,19.7,32,14.7,896.6,4,0.00
2020-08-02,26.4,32.0,20.5,38,17.6,897.2,23,0.00
2020-08-03,24.4,29.7,18.4,40,16.0,899.7,14,0.00
2020-08-04,24.7,30.6,17.3,26,14.5,898.2,0,0.00
2020-08-05,25.5,32.1,18.4,25,14.1,897.1,0,0.00
2020-08-06,26.0,32.9,18.6,22,15.6,899.8,0,0.00
2020-08-07,27.5,35.5,18.5,17,16.5,900.0,1,0.00
2020-08-08,28.7,35.6,22.0,18,15.0,895.9,3,0.00
2020-08-09,27.2,32.2,22.1,29,16.3,893.8,20,0.00
2020-08-10,25.6,30.7,20.9,36,20.3,896.8,20,0.00
2020-08-11,25.0,29.9,20.0,38,19.7,900.2,12,0.00
2020-08-12,24.7,30.4,19.2,33,17.6,900.3,4,0.00
2020-08-13,24.8,30.6,19.3,31,19.2,900.1,7,0.00
2020-08-14,23.3,28.2,18.2,36,17.8,900.0,1,0.00
2020-08-15,21.6,27.1,16.2,31,19.1,899.3,0,0.00
2020-08-16,21.7,27.8,14.5,31,14.5,897.9,0,0.00
2020-08-17,21.8,28.0,16.1,35,15.3,898.7,0,0.00
2020-08-18,22.6,29.4,15.5,31,16.8,897.6,0,0.00
2020-08-19,24.7,32.3,16.3,22,13.8,895.7,0,0.00
2020-08-20,26.3,34.2,17.9,31,20.4,894.8,8,0.00
2020-08-21,22.4,27.7,16.6,40,19.4,898.4,1,0.00
2020-08-22,22.0,28.0,16.4,42,24.7,900.6,1,0.00
2020-08-23,22.2,27.5,16.8,38,18.6,899.4,1,0.00
2020-08-24,22.5,28.7,15.8,31,15.5,898.9,0,0.00
2020-08-25,23.9,31.5,15.4,19,16.8,899.0,0,0.00
2020-08-26,25.2,32.4,16.8,20,12.0,899.1,27,0.00
2020-08-27,25.9,31.9,19.0,34,21.4,899.2,17,0.00
2020-08-28,25.5,31.7,18.8,29,14.6,899.8,0,0.00
2020-08-29,25.8,32.8,18.8,22,11.8,901.9,0,0.00
2020-08-30,27.3,34.3,19.6,15,10.7,902.2,0,0.00
2020-08-31,27.0,34.3,18.5,14,14.2,899.9,0,0.00
2020-09-01,27.4,34.7,19.2,16,9.8,897.4,12,0.00
2020-09-02,27.1,34.9,18.3,24,9.1,900.6,0,0.00
2020-09-03,28.7,36.9,19.0,24,11.2,905.0,1,0.00
2020-09-04,28.3,38.1,20.0,22,29.3,902.5,0,0.00
2020-09-05,22.6,27.2,17.5,54,18.1,900.7,14,0.00
2020-09-06,21.9,27.6,16.0,48,16.5,900.4,0,0.00
2020-09-07,23.0,29.9,15.9,36,13.4,902.5,0,0.00
2020-09-08,24.6,31.4,18.1,29,14.3,904.3,0,0.00
2020-09-09,23.1,27.8,19.3,40,21.7,905.4,0,0.00
2020-09-10,21.1,26.6,16.2,49,16.8,901.7,0,0.00
2020-09-11,23.6,31.0,15.6,38,8.7,899.0,4,0.00
2020-09-12,22.1,29.6,17.6,49,18.8,901.3,24,3.70
2020-09-13,21.7,28.8,14.7,53,12.8,903.1,5,0.00
2020-09-14,23.7,29.2,18.2,46,13.5,904.9,5,0.00
2020-09-15,23.6,29.3,18.3,44,15.2,905.1,2,0.00
2020-09-16,23.4,29.5,17.2,35,13.5,903.5,1,0.00
2020-09-17,23.7,31.6,15.9,28,14.3,902.4,0,0.00
2020-09-18,24.4,31.6,16.7,35,14.7,902.4,23,0.00
2020-09-19,23.2,27.6,19.3,44,19.5,901.7,24,0.00
2020-09-20,22.1,27.0,17.0,42,15.1,899.9,27,0.00
2020-09-21,20.8,25.9,16.8,49,17.7,901.1,38,0.00
2020-09-22,19.7,26.0,13.8,51,12.7,903.5,1,0.00
2020-09-23,20.9,27.4,14.5,43,15.5,902.5,4,0.00
2020-09-24,21.9,28.8,14.8,38,12.0,901.1,22,0.00
2020-09-25,20.6,24.5,16.4,50,15.6,899.2,47,0.10
2020-09-26,21.3,29.0,13.6,48,14.4,898.5,1,0.00
2020-09-27,23.2,31.1,16.4,39,20.3,902.3,0,0.00
2020-09-28,23.3,31.9,14.1,43,13.3,906.9,0,0.00
2020-09-29,23.6,31.3,16.7,37,20.3,904.5,15,0.00
2020-09-30,19.6,23.8,14.9,43,15.5,896.3,10,0.00
2020-10-01,18.4,25.2,11.4,42,13.3,895.4,10,0.20
2020-10-02,17.5,24.1,11.6,42,9.6,901.2,6,0.00
2020-10-03,17.6,24.4,11.0,37,11.8,904.2,0,0.00
2020-10-04,18.1,25.1,10.8,30,11.7,905.2,0,0.00
2020-10-05,19.5,27.9,11.1,30,13.6,906.7,1,0.00
2020-10-06,21.8,29.1,15.0,31,12.7,905.9,1,0.00
2020-10-07,22.3,30.0,15.5,30,9.8,904.3,36,0.00
2020-10-08,23.1,30.6,16.7,30,20.7,903.8,55,0.00
2020-10-09,21.9,28.6,16.3,31,29.7,902.3,24,0.00
2020-10-10,19.2,26.4,12.8,45,12.9,902.2,10,0.00
2020-10-11,18.6,24.3,12.5,51,7.9,902.8,3,0.00
2020-10-12,18.4,25.7,11.7,43,10.2,902.1,33,0.00
2020-10-13,18.7,26.8,11.9,47,11.2,901.0,29,0.00
2020-10-14,19.4,27.5,12.7,48,15.3,902.9,2,0.00
2020-10-15,17.5,23.8,11.8,55,8.7,904.8,0,0.00
2020-10-16,17.6,24.6,10.6,42,9.7,903.3,0,0.00
2020-10-17,18.4,26.2,11.1,32,12.2,903.0,17,0.00
2020-10-18,18.6,26.1,12.5,40,11.5,902.5,62,0.20
2020-10-19,16.2,21.8,11.3,65,12.1,904.5,80,1.40
2020-10-20,14.8,20.6,11.8,79,18.4,904.8,69,1.70
2020-10-21,14.8,20.2,11.0,75,8.9,906.0,77,2.30
2020-10-22,15.0,21.1,9.5,64,9.2,906.7,20,0.00
2020-10-23,16.3,22.8,9.8,53,9.4,905.8,19,0.00
2020-10-24,17.7,24.8,12.3,43,9.7,904.4,64,0.00
2020-10-25,18.4,25.4,11.8,30,10.2,902.8,13,0.00
2020-10-26,17.8,25.3,10.6,34,18.9,902.0,52,0.00
2020-10-27,18.6,25.6,14.1,34,14.1,901.8,67,0.00
2020-10-28,16.3,23.8,10.0,43,15.8,901.3,13,0.00
2020-10-29,14.3,21.1,9.1,54,20.7,902.0,29,0.10
2020-10-30,14.4,20.8,9.6,65,17.6,901.7,24,0.20
2020-10-31,11.2,14.0,8.5,78,15.4,900.9,43,0.30
2020-11-01,11.0,17.5,5.4,64,18.2,901.3,35,0.00
2020-11-02,9.0,14.5,4.4,50,7.8,904.1,9,0.00
2020-11-03,10.3,16.7,4.5,52,13.8,902.2,30,0.00
2020-11-04,7.4,9.5,6.2,80,22.0,898.5,94,6.90
2020-11-05,9.9,12.2,7.4,73,27.5,899.3,98,0.80
2020-11-06,11.1,14.3,8.6,71,20.5,903.3,63,0.00
2020-11-07,8.9,12.9,6.8,66,20.8,906.9,14,0.00
2020-11-08,7.7,12.7,5.0,67,15.8,907.2,0,0.00
2020-11-09,9.2,16.5,3.3,62,7.6,905.1,0,0.00
2020-11-10,9.4,15.6,4.8,59,9.9,904.1,0,0.00
2020-11-11,8.2,13.3,5.0,71,13.6,905.6,14,0.00
2020-11-12,7.0,13.1,1.9,67,10.9,906.8,0,0.00
2020-11-13,6.8,14.3,1.6,65,7.3,906.4,0,0.00
2020-11-14,8.8,14.5,3.6,63,11.6,903.0,30,0.30
2020-11-15,8.0,12.5,5.1,67,14.2,902.4,46,2.30
2020-11-16,7.8,12.3,3.1,63,8.4,903.5,9,0.00
2020-11-17,7.2,13.9,1.4,65,6.6,905.4,0,0.00
2020-11-18,6.7,12.9,1.9,66,9.6,905.2,14,0.00
2020-11-19,5.4,8.8,3.1,75,14.8,901.8,83,1.90
2020-11-20,5.4,8.5,4.0,80,12.2,896.2,98,2.00
2020-11-21,6.2,10.0,3.7,69,12.6,902.0,58,0.00
2020-11-22,4.4,10.0,0.1,74,12.2,907.4,7,0.00
2020-11-23,2.8,8.9,-0.7,64,10.1,908.0,0,0.00
2020-11-24,4.1,10.0,-0.8,55,7.9,902.8,32,0.00
2020-11-25,3.3,7.7,-0.4,64,21.8,900.7,41,0.00
2020-11-26,3.0,7.0,0.4,59,18.9,902.6,89,0.00
2020-11-27,1.6,7.5,-2.6,67,10.6,904.6,22,0.00
2020-11-28,3.3,10.2,-1.5,50,7.2,904.1,1,0.00
2020-11-29,3.4,9.3,-0.8,48,5.0,903.3,23,0.00
2020-11-30,4.7,9.8,1.9,54,5.5,900.3,95,0.70
2020-12-01,5.8,9.4,2.2,77,6.4,899.2,74,0.00
2020-12-02,6.5,11.8,1.5,71,5.9,901.5,30,0.00
2020-12-03,7.5,12.4,2.0,67,8.2,903.2,41,0.00
2020-12-04,8.4,13.0,4.5,63,10.0,902.0,51,0.00
2020-12-05,6.8,12.8,1.9,61,8.9,900.8,11,0.00
2020-12-06,5.1,11.5,0.9,54,7.6,900.3,0,0.00
2020-12-07,5.5,13.4,0.0,65,11.6,898.6,24,0.00
2020-12-08,6.2,11.4,2.5,83,10.7,898.0,56,0.60
2020-12-09,3.7,11.0,0.1,87,9.1,902.5,16,0.00
2020-12-10,5.5,11.2,1.9,75,8.7,902.4,15,0.00
2020-12-11,6.1,11.0,2.6,85,11.9,897.5,84,2.70
2020-12-12,7.7,13.1,3.5,75,21.7,895.6,89,0.00
2020-12-13,7.9,12.0,3.7,82,16.2,895.3,97,3.80
2020-12-14,6.9,8.5,4.6,92,15.6,891.9,95,7.50
2020-12-15,6.6,10.7,3.5,85,14.4,894.2,73,0.30
2020-12-16,7.7,10.6,5.9,83,21.3,901.5,69,1.80
2020-12-17,5.4,8.6,1.7,85,10.5,906.0,47,0.00
2020-12-18,3.3,8.0,0.8,85,8.4,906.3,48,0.00
2020-12-19,2.1,7.4,-1.7,76,8.2,907.2,8,0.00
2020-12-20,1.7,7.7,-2.7,71,7.4,906.4,2,0.00
2020-12-21,2.2,6.4,-0.7,73,6.2,905.4,58,0.10
2020-12-22,2.3,5.6,-0.7,79,9.7,904.0,59,0.00
2020-12-23,0.2,3.7,-3.1,77,11.0,903.1,40,0.00
2020-12-24,0.0,6.2,-3.7,73,11.0,903.9,0,0.00
2020-12-25,3.7,12.0,-1.6,70,9.4,903.0,1,0.00
2020-12-26,5.0,11.8,0.2,79,8.7,903.8,54,0.00
2020-12-27,4.5,10.4,-0.5,75,6.9,904.1,53,0.00
2020-12-28,6.4,11.1,2.9,59,11.3,902.2,88,0.10
2020-12-29,6.5,12.4,1.6,76,8.1,903.8,44,0.30
2020-12-30,6.5,12.3,1.8,72,7.4,903.7,2,0.00
2020-12-31,5.6,11.7,0.7,70,9.9,901.4,12,0.00
2021-01-01,6.0,11.8,0.9,63,9.7,901.9,58,0.00
2021-01-02,4.7,10.9,0.7,73,8.2,905.0,46,0.00
2021-01-03,4.0,8.8,0.6,69,6.9,905.3,69,0.00
2021-01-04,4.7,10.7,0.7,71,8.9,903.3,60,0.00
2021-01-05,6.6,14.4,1.6,74,19.7,900.8,65,1.00
2021-01-06,6.5,11.2,2.8,79,8.1,905.2,88,0.20
2021-01-07,6.7,15.1,0.8,71,9.2,903.8,51,0.00
2021-01-08,7.4,14.6,2.8,73,13.3,902.2,38,0.00
2021-01-09,8.4,14.9,3.4,68,13.8,901.8,68,0.00
2021-01-10,9.6,16.6,4.2,73,13.5,903.7,42,0.00
